order_id,customer_id,store_id,order_ts,status
O0000887,C000122,S004,2025-12-23 10:20:18,SHIPPED
O0000888,C000490,S008,2025-12-24 18:26:18,PLACED
O0000889,C000354,S006,2025-12-26 02:37:18,PLACED
O0000890,C000231,S009,2025-12-27 23:47:18,PLACED
O0000891,C000653,S007,2025-12-24 05:45:18,PLACED
O0000892,C000221,S003,2025-12-25 17:53:18,DELIVERED
O0000893,C000136,S002,2025-12-24 02:48:18,DELIVERED
O0000894,C000678,S002,2025-12-28 08:50:18,DELIVERED
O0000895,C000481,S001,2025-12-27 21:55:18,DELIVERED
O0000896,C000623,S009,2025-12-26 10:30:18,DELIVERED
O0000897,C000477,S002,2025-12-22 22:52:18,DELIVERED
O0000898,C000274,S001,2025-12-23 11:19:18,PLACED
O0000899,C000632,S005,2025-12-27 21:23:18,PLACED
O0000900,C000283,S006,2025-12-24 05:47:18,PLACED
O0000901,C000211,S001,2025-12-22 00:15:18,SHIPPED
O0000902,C000234,S009,2025-12-28 15:30:18,CANCELLED
O0000903,C000596,S001,2025-12-27 23:23:18,DELIVERED
O0000904,C000168,S003,2025-12-23 19:31:18,PLACED
O0000905,C000199,S006,2025-12-24 09:16:18,SHIPPED
O0000906,C000268,S007,2025-12-25 10:47:18,CANCELLED
O0000907,C000197,S003,2025-12-25 18:05:18,DELIVERED
O0000908,C000584,S003,2025-12-28 05:11:18,SHIPPED
O0000909,C000570,S010,2025-12-27 21:14:18,DELIVERED
O0000910,C000427,S007,2025-12-24 01:43:18,SHIPPED
O0000911,C000396,S002,2025-12-25 05:44:18,DELIVERED
O0000912,C000522,S003,2025-12-28 02:51:18,SHIPPED
O0000913,C000567,S003,2025-12-28 02:08:18,SHIPPED
O0000914,C000305,S004,2025-12-24 10:22:18,PLACED
O0000915,C000734,S007,2025-12-28 05:11:18,SHIPPED
O0000916,C000237,S009,2025-12-27 16:56:18,DELIVERED
O0000917,C000647,S006,2025-12-25 09:18:18,DELIVERED
O0000918,C000113,S004,2025-12-22 04:19:18,DELIVERED
O0000919,C000256,S010,2025-12-23 08:48:18,DELIVERED
O0000920,C000120,S008,2025-12-24 19:38:18,DELIVERED
O0000921,C000036,S009,2025-12-26 11:30:18,PLACED
O0000922,C000788,S003,2025-12-28 06:16:18,DELIVERED
O0000923,C000037,S009,2025-12-23 01:36:18,SHIPPED
O0000924,C000214,S006,2025-12-27 10:46:18,DELIVERED
O0000925,C000739,S010,2025-12-26 23:22:18,DELIVERED
O0000926,C000549,S004,2025-12-24 15:31:18,DELIVERED
O0000927,C000134,S008,2025-12-24 12:50:18,DELIVERED
O0000928,C000621,S003,2025-12-28 14:59:18,DELIVERED
O0000929,C000502,S004,2025-12-28 02:22:18,PLACED
O0000930,C000205,S006,2025-12-28 17:17:18,DELIVERED
O0000931,C000091,S001,2025-12-27 23:50:18,DELIVERED
O0000932,C000365,S008,2025-12-26 23:04:18,PLACED
O0000933,C000021,S006,2025-12-22 11:28:18,SHIPPED
O0000934,C000232,S010,2025-12-22 16:17:18,DELIVERED
O0000935,C000165,S008,2025-12-27 20:23:18,DELIVERED
O0000936,C000566,S007,2025-12-26 06:17:18,DELIVERED
O0000937,C000708,S007,2025-12-28 19:40:18,CANCELLED
O0000938,C000667,S009,2025-12-27 23:56:18,DELIVERED
O0000939,C000687,S001,2025-12-22 14:12:18,SHIPPED
O0000940,C000096,S006,2025-12-27 10:39:18,SHIPPED
O0000941,C000090,S007,2025-12-23 05:21:18,CANCELLED
O0000942,C000390,S007,2025-12-25 04:55:18,DELIVERED
O0000943,C000293,S009,2025-12-26 01:45:18,DELIVERED
O0000944,C000435,S001,2025-12-22 04:12:18,DELIVERED
O0000945,C000777,S008,2025-12-28 06:58:18,SHIPPED
O0000946,C000342,S009,2025-12-22 08:52:18,PLACED
O0000947,C000016,S001,2025-12-28 17:02:18,SHIPPED
O0000948,C000768,S010,2025-12-22 20:50:18,DELIVERED
O0000949,C000476,S009,2025-12-24 15:18:18,SHIPPED
O0000950,C000311,S003,2025-12-22 16:13:18,CANCELLED
O0000951,C000198,S003,2025-12-24 04:43:18,PLACED
O0000952,C000077,S009,2025-12-26 12:14:18,CANCELLED
O0000953,C000364,S003,2025-12-25 15:18:18,DELIVERED
O0000954,C000588,S005,2025-12-24 01:50:18,PLACED
O0000955,C000060,S008,2025-12-27 23:29:18,SHIPPED
O0000956,C000296,S009,2025-12-26 00:37:18,PLACED
O0000957,C000388,S005,2025-12-26 07:03:18,DELIVERED
O0000958,C000642,S002,2025-12-22 02:42:18,SHIPPED
O0000959,C000027,S010,2025-12-28 05:48:18,PLACED
O0000960,C000563,S002,2025-12-28 03:26:18,SHIPPED
O0000961,C000079,S003,2025-12-28 08:33:18,PLACED
O0000962,C000188,S008,2025-12-24 05:41:18,SHIPPED
O0000963,C000499,S006,2025-12-22 01:07:18,SHIPPED
O0000964,C000199,S002,2025-12-27 15:04:18,PLACED
O0000965,C000107,S006,2025-12-28 05:34:18,DELIVERED
O0000966,C000591,S006,2025-12-22 22:53:18,DELIVERED
O0000967,C000325,S009,2025-12-22 06:06:18,SHIPPED
O0000968,C000374,S009,2025-12-21 22:53:18,DELIVERED
O0000969,C000202,S006,2025-12-24 14:56:18,SHIPPED
O0000970,C000787,S009,2025-12-27 17:00:18,CANCELLED
O0000971,C000476,S007,2025-12-27 23:04:18,DELIVERED
O0000972,C000180,S006,2025-12-22 13:20:18,PLACED
O0000973,C000019,S003,2025-12-26 04:52:18,PLACED
O0000974,C000555,S005,2025-12-24 09:27:18,DELIVERED
O0000975,C000669,S010,2025-12-23 09:23:18,DELIVERED
O0000976,C000203,S004,2025-12-28 17:30:18,DELIVERED
O0000977,C000097,S008,2025-12-28 06:59:18,DELIVERED
O0000978,C000218,S004,2025-12-25 23:55:18,PLACED
O0000979,C000376,S007,2025-12-27 19:57:18,DELIVERED
O0000980,C000655,S009,2025-12-22 14:56:18,PLACED
O0000981,C000547,S002,2025-12-23 19:57:18,DELIVERED
O0000982,C000572,S001,2025-12-22 23:30:18,DELIVERED
O0000983,C000711,S003,2025-12-26 05:15:18,DELIVERED
O0000984,C000187,S010,2025-12-22 12:17:18,SHIPPED
O0000985,C000219,S001,2025-12-24 06:08:18,DELIVERED
O0000986,C000689,S003,2025-12-26 19:38:18,DELIVERED
O0000987,C000040,S010,2025-12-25 08:22:18,DELIVERED
O0000988,C000592,S004,2025-12-22 11:42:18,SHIPPED
O0000989,C000192,S005,2025-12-22 21:00:18,DELIVERED
O0000990,C000236,S010,2025-12-24 15:13:18,DELIVERED
O0000991,C000607,S001,2025-12-26 22:50:18,DELIVERED
O0000992,C000723,S008,2025-12-22 07:53:18,DELIVERED
O0000993,C000320,S007,2025-12-27 00:05:18,SHIPPED
O0000994,C000397,S010,2025-12-24 16:56:18,DELIVERED
O0000995,C000392,S010,2025-12-23 12:51:18,PLACED
O0000996,C000338,S006,2025-12-27 12:17:18,DELIVERED
O0000997,C000409,S009,2025-12-26 00:06:18,SHIPPED
O0000998,C000416,S010,2025-12-24 21:31:18,CANCELLED
O0000999,C000625,S010,2025-12-25 06:21:18,PLACED
O0001000,C000257,S003,2025-12-24 23:01:18,SHIPPED
O0001001,C000224,S004,2025-12-25 03:07:18,DELIVERED
O0001002,C000555,S003,2025-12-26 11:37:18,DELIVERED
O0001003,C000428,S005,2025-12-28 15:26:18,SHIPPED
O0001004,C000217,S004,2025-12-28 12:06:18,SHIPPED
O0001005,C000663,S007,2025-12-22 02:57:18,PLACED
O0001006,C000401,S004,2025-12-27 10:25:18,DELIVERED
O0001007,C000580,S009,2025-12-27 11:19:18,PLACED
O0001008,C000786,S007,2025-12-21 23:05:18,DELIVERED
O0001009,C000428,S010,2025-12-22 22:55:18,DELIVERED
O0001010,C000607,S003,2025-12-26 03:17:18,SHIPPED
O0001011,C000094,S005,2025-12-26 01:40:18,DELIVERED
O0001012,C000717,S010,2025-12-22 02:57:18,SHIPPED
O0001013,C000534,S009,2025-12-26 00:03:18,DELIVERED
O0001014,C000160,S002,2025-12-28 06:29:18,DELIVERED
O0001015,C000661,S006,2025-12-21 23:47:18,DELIVERED
O0001016,C000770,S010,2025-12-26 13:23:18,SHIPPED
O0001017,C000384,S001,2025-12-22 07:36:18,SHIPPED
O0001018,C000234,S010,2025-12-22 06:31:18,DELIVERED
O0001019,C000463,S004,2025-12-24 10:11:18,DELIVERED
O0001020,C000232,S004,2025-12-22 14:54:18,SHIPPED
O0001021,C000494,S010,2025-12-24 12:45:18,SHIPPED
O0001022,C000223,S008,2025-12-23 06:02:18,SHIPPED
O0001023,C000555,S005,2025-12-22 17:45:18,DELIVERED
O0001024,C000596,S004,2025-12-23 04:44:18,DELIVERED
O0001025,C000359,S008,2025-12-21 20:35:18,DELIVERED
O0001026,C000622,S010,2025-12-27 21:10:18,SHIPPED
O0001027,C000381,S009,2025-12-28 11:27:18,PLACED
O0001028,C000229,S004,2025-12-24 02:05:18,PLACED
O0001029,C000159,S005,2025-12-22 14:46:18,DELIVERED
O0001030,C000490,S008,2025-12-28 08:20:18,DELIVERED
O0001031,C000367,S003,2025-12-25 09:13:18,SHIPPED
O0001032,C000770,S004,2025-12-23 19:52:18,DELIVERED
O0001033,C000233,S001,2025-12-24 17:06:18,SHIPPED
O0001034,C000576,S007,2025-12-25 06:04:18,PLACED
O0001035,C000218,S001,2025-12-28 16:42:18,SHIPPED
O0001036,C000724,S003,2025-12-27 13:38:18,DELIVERED
O0001037,C000145,S005,2025-12-22 10:54:18,DELIVERED
O0001038,C000585,S004,2025-12-25 00:33:18,CANCELLED
O0001039,C000126,S004,2025-12-25 08:18:18,SHIPPED
O0001040,C000740,S005,2025-12-26 17:07:18,SHIPPED
O0001041,C000418,S008,2025-12-26 17:01:18,DELIVERED
O0001042,C000604,S009,2025-12-27 09:27:18,SHIPPED
O0001043,C000016,S003,2025-12-25 12:37:18,SHIPPED
O0001044,C000032,S005,2025-12-22 15:29:18,SHIPPED
O0001045,C000129,S005,2025-12-28 17:33:18,PLACED
O0001046,C000549,S009,2025-12-26 09:34:18,PLACED
O0001047,C000712,S005,2025-12-25 23:33:18,PLACED
O0001048,C000463,S007,2025-12-25 12:24:18,DELIVERED
O0001049,C000141,S002,2025-12-23 00:37:18,PLACED
O0001050,C000214,S009,2025-12-26 11:25:18,DELIVERED
O0001051,C000400,S009,2025-12-25 10:52:18,PLACED
O0001052,C000321,S003,2025-12-27 09:54:18,DELIVERED
O0001053,C000662,S006,2025-12-25 17:13:18,CANCELLED
O0001054,C000771,S008,2025-12-22 19:51:18,PLACED
O0001055,C000717,S008,2025-12-22 05:01:18,DELIVERED
O0001056,C000537,S004,2025-12-25 13:13:18,SHIPPED
O0001057,C000017,S004,2025-12-21 20:41:18,PLACED
O0001058,C000415,S009,2025-12-23 08:33:18,PLACED
O0001059,C000245,S005,2025-12-22 05:01:18,PLACED
O0001060,C000329,S007,2025-12-25 20:15:18,SHIPPED
O0001061,C000206,S008,2025-12-27 02:20:18,DELIVERED
O0001062,C000455,S003,2025-12-26 12:19:18,DELIVERED
O0001063,C000350,S006,2025-12-26 08:31:18,PLACED
O0001064,C000797,S008,2025-12-23 08:48:18,DELIVERED
O0001065,C000421,S010,2025-12-25 12:51:18,DELIVERED
O0001066,C000056,S002,2025-12-24 11:09:18,PLACED
O0001067,C000489,S003,2025-12-24 03:51:18,DELIVERED
O0001068,C000277,S007,2025-12-22 23:22:18,PLACED
O0001069,C000431,S009,2025-12-27 18:04:18,PLACED
O0001070,C000670,S004,2025-12-23 04:20:18,SHIPPED
O0001071,C000486,S007,2025-12-25 09:24:18,SHIPPED
O0001072,C000177,S008,2025-12-28 16:22:18,PLACED
O0001073,C000611,S004,2025-12-25 15:55:18,PLACED
O0001074,C000705,S004,2025-12-28 08:54:18,DELIVERED
O0001075,C000262,S005,2025-12-22 18:55:18,SHIPPED
O0001076,C000082,S002,2025-12-25 06:45:18,DELIVERED
O0001077,C000129,S004,2025-12-24 01:07:18,CANCELLED
O0001078,C000541,S003,2025-12-21 23:57:18,DELIVERED
O0001079,C000013,S002,2025-12-23 02:34:18,SHIPPED
O0001080,C000168,S009,2025-12-27 04:02:18,PLACED
O0001081,C000718,S005,2025-12-22 06:57:18,SHIPPED
O0001082,C000795,S005,2025-12-23 16:45:18,PLACED
O0001083,C000790,S005,2025-12-21 21:00:18,DELIVERED
O0001084,C000077,S005,2025-12-27 13:07:18,DELIVERED
O0001085,C000696,S002,2025-12-24 14:19:18,PLACED
O0001086,C000475,S001,2025-12-22 13:28:18,CANCELLED
O0001087,C000307,S005,2025-12-26 05:54:18,DELIVERED
O0001088,C000698,S010,2025-12-25 09:29:18,DELIVERED
O0001089,C000405,S004,2025-12-26 10:31:18,DELIVERED
O0001090,C000141,S003,2025-12-26 21:26:18,SHIPPED
O0001091,C000437,S007,2025-12-23 18:10:18,PLACED
O0001092,C000667,S009,2025-12-28 01:42:18,DELIVERED
O0001093,C000273,S006,2025-12-28 13:13:18,PLACED
O0001094,C000115,S007,2025-12-21 21:42:18,SHIPPED
O0001095,C000535,S003,2025-12-25 11:25:18,PLACED
O0001096,C000011,S009,2025-12-26 23:01:18,DELIVERED
O0001097,C000234,S006,2025-12-25 20:49:18,PLACED
O0001098,C000601,S009,2025-12-21 20:14:18,DELIVERED
O0001099,C000140,S006,2025-12-28 11:28:18,DELIVERED
O0001100,C000555,S008,2025-12-22 18:27:18,PLACED
O0001101,C000650,S002,2025-12-27 10:07:18,PLACED
O0001102,C000339,S004,2025-12-28 07:50:18,DELIVERED
O0001103,C000595,S010,2025-12-22 06:14:18,DELIVERED
O0001104,C000629,S005,2025-12-21 22:56:18,PLACED
O0001105,C000690,S003,2025-12-22 14:36:18,DELIVERED
O0001106,C000446,S003,2025-12-23 06:19:18,PLACED
O0001107,C000154,S007,2025-12-23 15:23:18,SHIPPED
O0001108,C000073,S001,2025-12-28 00:54:18,PLACED
O0001109,C000397,S010,2025-12-22 22:10:18,DELIVERED
O0001110,C000003,S010,2025-12-24 10:24:18,DELIVERED
O0001111,C000795,S006,2025-12-25 10:43:18,SHIPPED
O0001112,C000551,S007,2025-12-25 23:22:18,DELIVERED
O0001113,C000495,S010,2025-12-23 22:26:18,CANCELLED
O0001114,C000331,S003,2025-12-25 07:09:18,DELIVERED
O0001115,C000481,S010,2025-12-25 12:27:18,SHIPPED
O0001116,C000092,S003,2025-12-27 03:40:18,DELIVERED
O0001117,C000393,S005,2025-12-25 23:29:18,PLACED
O0001118,C000174,S002,2025-12-25 01:16:18,CANCELLED
O0001119,C000528,S010,2025-12-26 07:30:18,DELIVERED
O0001120,C000330,S009,2025-12-24 19:24:18,SHIPPED
O0001121,C000076,S007,2025-12-22 16:39:18,SHIPPED
O0001122,C000698,S007,2025-12-28 09:12:18,DELIVERED
O0001123,C000220,S010,2025-12-21 23:28:18,SHIPPED
O0001124,C000407,S004,2025-12-28 06:56:18,DELIVERED
O0001125,C000120,S010,2025-12-28 11:57:18,DELIVERED
O0001126,C000451,S002,2025-12-26 23:12:18,SHIPPED
O0001127,C000671,S009,2025-12-26 02:18:18,SHIPPED
O0001128,C000631,S001,2025-12-23 22:26:18,CANCELLED
O0001129,C000592,S001,2025-12-26 21:13:18,DELIVERED
O0001130,C000183,S009,2025-12-27 20:23:18,DELIVERED
O0001131,C000259,S008,2025-12-22 21:24:18,DELIVERED
O0001132,C000736,S008,2025-12-26 12:14:18,PLACED
O0001133,C000658,S008,2025-12-26 20:17:18,SHIPPED
O0001134,C000698,S009,2025-12-27 11:15:18,DELIVERED
O0001135,C000641,S001,2025-12-23 10:33:18,PLACED
O0001136,C000779,S005,2025-12-23 05:33:18,DELIVERED
O0001137,C000403,S008,2025-12-23 11:50:18,SHIPPED
O0001138,C000388,S009,2025-12-22 02:01:18,DELIVERED
O0001139,C000245,S009,2025-12-24 00:27:18,DELIVERED
O0001140,C000575,S006,2025-12-25 11:10:18,PLACED
O0001141,C000734,S008,2025-12-28 17:58:18,CANCELLED
O0001142,C000509,S001,2025-12-28 10:14:18,PLACED
O0001143,C000636,S010,2025-12-27 14:15:18,SHIPPED
O0001144,C000632,S007,2025-12-22 12:27:18,SHIPPED
O0001145,C000308,S010,2025-12-24 00:55:18,DELIVERED
O0001146,C000026,S003,2025-12-23 03:56:18,DELIVERED
O0001147,C000062,S010,2025-12-21 20:59:18,DELIVERED
O0001148,C000178,S009,2025-12-22 23:46:18,PLACED
O0001149,C000389,S009,2025-12-22 14:06:18,PLACED
O0001150,C000529,S008,2025-12-26 10:53:18,DELIVERED
O0001151,C000577,S003,2025-12-23 21:10:18,SHIPPED
O0001152,C000094,S010,2025-12-22 02:21:18,SHIPPED
O0001153,C000137,S004,2025-12-21 21:27:18,DELIVERED
O0001154,C000311,S001,2025-12-27 11:08:18,DELIVERED
O0001155,C000749,S001,2025-12-27 16:53:18,SHIPPED
O0001156,C000763,S005,2025-12-25 21:59:18,SHIPPED
O0001157,C000275,S006,2025-12-28 08:13:18,DELIVERED
O0001158,C000567,S005,2025-12-25 03:54:18,DELIVERED
O0001159,C000416,S003,2025-12-26 01:17:18,CANCELLED
O0001160,C000421,S004,2025-12-22 11:46:18,DELIVERED
O0001161,C000061,S002,2025-12-25 00:45:18,PLACED
O0001162,C000674,S007,2025-12-23 04:23:18,DELIVERED
O0001163,C000250,S002,2025-12-25 21:33:18,DELIVERED
O0001164,C000470,S007,2025-12-24 14:49:18,DELIVERED
O0001165,C000301,S005,2025-12-25 17:01:18,DELIVERED
O0001166,C000190,S010,2025-12-26 01:24:18,SHIPPED
O0001167,C000310,S008,2025-12-28 08:46:18,SHIPPED
O0001168,C000245,S005,2025-12-27 12:03:18,DELIVERED
O0001169,C000701,S003,2025-12-25 09:09:18,DELIVERED
O0001170,C000184,S010,2025-12-22 20:55:18,DELIVERED
O0001171,C000534,S002,2025-12-23 01:28:18,PLACED
O0001172,C000268,S008,2025-12-21 20:16:18,DELIVERED
O0001173,C000745,S003,2025-12-27 21:48:18,DELIVERED
O0001174,C000546,S003,2025-12-27 22:08:18,SHIPPED
O0001175,C000246,S002,2025-12-25 17:07:18,DELIVERED
O0001176,C000213,S002,2025-12-26 07:36:18,SHIPPED
O0001177,C000665,S005,2025-12-23 10:32:18,DELIVERED
O0001178,C000361,S009,2025-12-28 18:30:18,SHIPPED
O0001179,C000149,S004,2025-12-27 23:36:18,SHIPPED
O0001180,C000579,S010,2025-12-26 15:28:18,DELIVERED
O0001181,C000646,S006,2025-12-22 22:55:18,CANCELLED
O0001182,C000387,S004,2025-12-22 11:47:18,CANCELLED
O0001183,C000520,S008,2025-12-25 23:50:18,SHIPPED
O0001184,C000378,S005,2025-12-27 20:47:18,CANCELLED
O0001185,C000368,S005,2025-12-26 04:39:18,DELIVERED
O0001186,C000243,S001,2025-12-24 21:05:18,CANCELLED
O0001187,C000652,S007,2025-12-27 03:37:18,DELIVERED
O0001188,C000258,S002,2025-12-27 06:39:18,SHIPPED
O0001189,C000784,S008,2025-12-24 01:34:18,PLACED
O0001190,C000433,S007,2025-12-24 22:28:18,PLACED
O0001191,C000013,S001,2025-12-22 12:58:18,PLACED
O0001192,C000374,S006,2025-12-22 19:14:18,DELIVERED
O0001193,C000115,S005,2025-12-28 09:00:18,SHIPPED
O0001194,C000206,S009,2025-12-22 01:57:18,SHIPPED
O0001195,C000162,S010,2025-12-28 00:33:18,PLACED
O0001196,C000100,S005,2025-12-25 00:42:18,PLACED
O0001197,C000342,S010,2025-12-28 14:26:18,DELIVERED
O0001198,C000337,S003,2025-12-27 01:30:18,DELIVERED
O0001199,C000533,S010,2025-12-22 01:20:18,DELIVERED
O0001200,C000466,S006,2025-12-26 03:24:18,DELIVERED
O0001201,C000502,S006,2025-12-26 21:34:18,SHIPPED
O0001202,C000014,S005,2025-12-25 18:58:18,DELIVERED
O0001203,C000012,S007,2025-12-21 21:41:18,SHIPPED
O0001204,C000584,S007,2025-12-26 04:47:18,PLACED
O0001205,C000087,S006,2025-12-28 02:13:18,DELIVERED
O0001206,C000686,S007,2025-12-26 03:47:18,DELIVERED
O0001207,C000666,S008,2025-12-22 23:37:18,DELIVERED
O0001208,C000497,S006,2025-12-25 00:11:18,DELIVERED
O0001209,C000337,S008,2025-12-25 15:57:18,SHIPPED
O0001210,C000437,S010,2025-12-22 13:19:18,DELIVERED
O0001211,C000514,S007,2025-12-26 08:15:18,DELIVERED
O0001212,C000393,S002,2025-12-24 13:54:18,PLACED
O0001213,C000267,S010,2025-12-23 04:43:18,DELIVERED
O0001214,C000170,S003,2025-12-25 01:07:18,SHIPPED
O0001215,C000700,S006,2025-12-23 14:18:18,PLACED
O0001216,C000292,S004,2025-12-27 04:15:18,DELIVERED
O0001217,C000159,S002,2025-12-23 19:15:18,CANCELLED
O0001218,C000638,S003,2025-12-28 10:14:18,SHIPPED
O0001219,C000021,S004,2025-12-24 20:12:18,DELIVERED
O0001220,C000073,S008,2025-12-24 10:53:18,PLACED
O0001221,C000393,S002,2025-12-24 10:06:18,DELIVERED
O0001222,C000008,S010,2025-12-25 06:02:18,DELIVERED
O0001223,C000490,S002,2025-12-26 14:02:18,CANCELLED
O0001224,C000480,S001,2025-12-24 15:23:18,SHIPPED
O0001225,C000634,S004,2025-12-26 17:55:18,DELIVERED
O0001226,C000254,S003,2025-12-28 05:28:18,SHIPPED
O0001227,C000376,S010,2025-12-23 12:02:18,PLACED
O0001228,C000152,S010,2025-12-27 20:36:18,CANCELLED
O0001229,C000182,S009,2025-12-23 00:56:18,DELIVERED
O0001230,C000526,S001,2025-12-28 01:25:18,PLACED
O0001231,C000776,S004,2025-12-28 16:55:18,SHIPPED
O0001232,C000099,S002,2025-12-23 07:05:18,PLACED
O0001233,C000398,S007,2025-12-27 13:28:18,SHIPPED
O0001234,C000149,S004,2025-12-26 08:00:18,PLACED
O0001235,C000790,S005,2025-12-21 22:42:18,CANCELLED
O0001236,C000186,S001,2025-12-22 05:22:18,SHIPPED
O0001237,C000142,S002,2025-12-25 22:47:18,PLACED
O0001238,C000021,S005,2025-12-24 14:38:18,DELIVERED
O0001239,C000339,S002,2025-12-26 06:10:18,SHIPPED
O0001240,C000321,S005,2025-12-28 16:34:18,PLACED
O0001241,C000031,S001,2025-12-24 08:48:18,PLACED
O0001242,C000624,S003,2025-12-26 00:46:18,SHIPPED
O0001243,C000533,S003,2025-12-28 05:17:18,DELIVERED
O0001244,C000488,S004,2025-12-22 23:56:18,DELIVERED
O0001245,C000638,S001,2025-12-24 16:47:18,PLACED
O0001246,C000627,S004,2025-12-27 04:55:18,PLACED
O0001247,C000573,S002,2025-12-23 01:47:18,DELIVERED
O0001248,C000391,S001,2025-12-22 11:08:18,DELIVERED
O0001249,C000690,S006,2025-12-27 11:10:18,DELIVERED
O0001250,C000697,S001,2025-12-24 05:43:18,SHIPPED
O0001251,C000002,S010,2025-12-24 16:11:18,DELIVERED
O0001252,C000521,S004,2025-12-22 05:31:18,DELIVERED
O0001253,C000204,S008,2025-12-24 22:42:18,DELIVERED
O0001254,C000642,S005,2025-12-25 08:09:18,DELIVERED
O0001255,C000672,S007,2025-12-26 14:38:18,DELIVERED
O0001256,C000527,S008,2025-12-27 21:13:18,DELIVERED
O0001257,C000780,S004,2025-12-27 23:20:18,SHIPPED
O0001258,C000477,S008,2025-12-22 08:55:18,DELIVERED
O0001259,C000165,S002,2025-12-23 10:39:18,PLACED
O0001260,C000030,S008,2025-12-28 09:07:18,SHIPPED
O0001261,C000121,S009,2025-12-25 05:47:18,DELIVERED
O0001262,C000558,S007,2025-12-26 07:47:18,SHIPPED
O0001263,C000703,S002,2025-12-26 17:36:18,SHIPPED
O0001264,C000053,S010,2025-12-24 20:33:18,SHIPPED
O0001265,C000162,S005,2025-12-25 10:53:18,DELIVERED
O0001266,C000028,S005,2025-12-27 18:01:18,DELIVERED
O0001267,C000204,S007,2025-12-24 22:41:18,DELIVERED
O0001268,C000661,S008,2025-12-25 04:37:18,DELIVERED
O0001269,C000435,S002,2025-12-27 15:34:18,DELIVERED
O0001270,C000518,S002,2025-12-24 19:29:18,DELIVERED
O0001271,C000423,S010,2025-12-25 12:35:18,DELIVERED
O0001272,C000035,S004,2025-12-25 00:51:18,PLACED
O0001273,C000718,S004,2025-12-26 09:25:18,DELIVERED
O0001274,C000596,S009,2025-12-25 02:56:18,DELIVERED
O0001275,C000732,S005,2025-12-27 00:48:18,DELIVERED
O0001276,C000200,S001,2025-12-27 08:58:18,DELIVERED
O0001277,C000305,S003,2025-12-26 00:50:18,CANCELLED
O0001278,C000357,S002,2025-12-26 23:37:18,DELIVERED
O0001279,C000575,S006,2025-12-24 17:13:18,PLACED
O0001280,C000716,S005,2025-12-24 09:44:18,PLACED
O0001281,C000488,S007,2025-12-22 12:36:18,SHIPPED
O0001282,C000006,S002,2025-12-24 11:20:18,DELIVERED
O0001283,C000084,S001,2025-12-23 10:43:18,CANCELLED
O0001284,C000337,S005,2025-12-28 18:55:18,SHIPPED
O0001285,C000057,S006,2025-12-23 06:17:18,PLACED
O0001286,C000652,S007,2025-12-25 04:14:18,DELIVERED
O0001287,C000076,S010,2025-12-24 04:20:18,DELIVERED
O0001288,C000413,S004,2025-12-23 03:46:18,PLACED
O0001289,C000293,S005,2025-12-26 10:43:18,SHIPPED
O0001290,C000468,S010,2025-12-25 12:24:18,DELIVERED
O0001291,C000230,S003,2025-12-22 06:57:18,PLACED
O0001292,C000554,S003,2025-12-26 23:27:18,CANCELLED
O0001293,C000332,S010,2025-12-28 12:53:18,DELIVERED
O0001294,C000100,S007,2025-12-23 02:16:18,PLACED
O0001295,C000396,S003,2025-12-22 21:44:18,PLACED
O0001296,C000727,S010,2025-12-23 06:33:18,DELIVERED
O0001297,C000723,S004,2025-12-27 04:22:18,DELIVERED
O0001298,C000101,S010,2025-12-27 20:09:18,SHIPPED
O0001299,C000058,S007,2025-12-24 20:39:18,DELIVERED
O0001300,C000526,S002,2025-12-23 04:35:18,DELIVERED
O0001301,C000571,S005,2025-12-27 13:18:18,DELIVERED
O0001302,C000144,S004,2025-12-27 23:50:18,DELIVERED
O0001303,C000757,S008,2025-12-26 02:32:18,DELIVERED
O0001304,C000014,S004,2025-12-23 11:04:18,DELIVERED
O0001305,C000607,S005,2025-12-27 00:07:18,SHIPPED
O0001306,C000052,S007,2025-12-26 18:09:18,SHIPPED
O0001307,C000592,S005,2025-12-27 06:46:18,DELIVERED
O0001308,C000056,S003,2025-12-26 08:51:18,DELIVERED
O0001309,C000018,S006,2025-12-24 13:39:18,SHIPPED
O0001310,C000040,S003,2025-12-23 10:02:18,DELIVERED
O0001311,C000088,S005,2025-12-25 00:55:18,SHIPPED
O0001312,C000341,S004,2025-12-27 16:58:18,DELIVERED
O0001313,C000365,S009,2025-12-26 10:40:18,DELIVERED
O0001314,C000188,S002,2025-12-21 20:14:18,DELIVERED
O0001315,C000319,S007,2025-12-27 17:58:18,DELIVERED
O0001316,C000488,S006,2025-12-23 22:40:18,SHIPPED
O0001317,C000271,S004,2025-12-22 01:01:18,DELIVERED
O0001318,C000490,S009,2025-12-24 01:57:18,DELIVERED
O0001319,C000557,S003,2025-12-28 08:33:18,DELIVERED
O0001320,C000688,S001,2025-12-28 08:52:18,DELIVERED
O0001321,C000119,S004,2025-12-22 23:47:18,DELIVERED
O0001322,C000550,S007,2025-12-23 16:17:18,DELIVERED
O0001323,C000479,S004,2025-12-28 10:38:18,DELIVERED
O0001324,C000325,S005,2025-12-27 20:14:18,SHIPPED
O0001325,C000602,S009,2025-12-27 04:01:18,DELIVERED
O0001326,C000022,S005,2025-12-22 01:34:18,SHIPPED
O0001327,C000152,S009,2025-12-24 00:02:18,DELIVERED
O0001328,C000726,S004,2025-12-24 04:07:18,SHIPPED
